replicate	transition	base_qc	removed_ei	removed_er	removed_subjects	rng	seed	draw_order
245	Q0_to_Q1	Q0_all	0	2	sub-060;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
245	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-040;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
246	Q0_to_Q1	Q0_all	0	2	sub-094;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
246	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-038;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
247	Q0_to_Q1	Q0_all	0	2	sub-066;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
247	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-014;sub-016	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
248	Q0_to_Q1	Q0_all	0	2	sub-060;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
248	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-064;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
249	Q0_to_Q1	Q0_all	0	2	sub-020;sub-022	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
249	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-066;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
250	Q0_to_Q1	Q0_all	0	2	sub-008;sub-020	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
250	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-072;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
251	Q0_to_Q1	Q0_all	0	2	sub-062;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
251	Q1_to_Q2	Q1_lenient	0	3	sub-056;sub-092;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
252	Q0_to_Q1	Q0_all	0	2	sub-090;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
252	Q1_to_Q2	Q1_lenient	0	3	sub-060;sub-090;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
253	Q0_to_Q1	Q0_all	0	2	sub-006;sub-032	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
253	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-090;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
254	Q0_to_Q1	Q0_all	0	2	sub-040;sub-044	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
254	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-088;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
255	Q0_to_Q1	Q0_all	0	2	sub-016;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
255	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-054;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
256	Q0_to_Q1	Q0_all	0	2	sub-036;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
256	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-062;sub-082	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
257	Q0_to_Q1	Q0_all	0	2	sub-066;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
257	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-072;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
258	Q0_to_Q1	Q0_all	0	2	sub-060;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
258	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-038;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
259	Q0_to_Q1	Q0_all	0	2	sub-016;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
259	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-056;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
260	Q0_to_Q1	Q0_all	0	2	sub-036;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
260	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-080;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
261	Q0_to_Q1	Q0_all	0	2	sub-064;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
261	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-082;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
262	Q0_to_Q1	Q0_all	0	2	sub-074;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
262	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-058;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
263	Q0_to_Q1	Q0_all	0	2	sub-064;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
263	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-080;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
264	Q0_to_Q1	Q0_all	0	2	sub-108;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
264	Q1_to_Q2	Q1_lenient	0	3	sub-084;sub-116;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
265	Q0_to_Q1	Q0_all	0	2	sub-020;sub-038	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
265	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-070;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
266	Q0_to_Q1	Q0_all	0	2	sub-038;sub-052	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
266	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-112;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
267	Q0_to_Q1	Q0_all	0	2	sub-004;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
267	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-068;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
268	Q0_to_Q1	Q0_all	0	2	sub-072;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
268	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-032;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
269	Q0_to_Q1	Q0_all	0	2	sub-060;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
269	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-072;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
270	Q0_to_Q1	Q0_all	0	2	sub-022;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
270	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-040;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
271	Q0_to_Q1	Q0_all	0	2	sub-084;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
271	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-076;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
272	Q0_to_Q1	Q0_all	0	2	sub-072;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
272	Q1_to_Q2	Q1_lenient	0	3	sub-052;sub-096;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
273	Q0_to_Q1	Q0_all	0	2	sub-056;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
273	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-010;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
274	Q0_to_Q1	Q0_all	0	2	sub-084;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
274	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-074;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
275	Q0_to_Q1	Q0_all	0	2	sub-032;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
275	Q1_to_Q2	Q1_lenient	0	3	sub-040;sub-074;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
276	Q0_to_Q1	Q0_all	0	2	sub-002;sub-014	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
276	Q1_to_Q2	Q1_lenient	0	3	sub-056;sub-084;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
277	Q0_to_Q1	Q0_all	0	2	sub-032;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
277	Q1_to_Q2	Q1_lenient	0	3	sub-056;sub-098;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
278	Q0_to_Q1	Q0_all	0	2	sub-014;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
278	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-052;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
279	Q0_to_Q1	Q0_all	0	2	sub-006;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
279	Q1_to_Q2	Q1_lenient	0	3	sub-060;sub-098;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
280	Q0_to_Q1	Q0_all	0	2	sub-060;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
280	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-070;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
281	Q0_to_Q1	Q0_all	0	2	sub-032;sub-040	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
281	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-096;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
282	Q0_to_Q1	Q0_all	0	2	sub-090;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
282	Q1_to_Q2	Q1_lenient	0	3	sub-064;sub-088;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
283	Q0_to_Q1	Q0_all	0	2	sub-094;sub-100	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
283	Q1_to_Q2	Q1_lenient	0	3	sub-032;sub-046;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
284	Q0_to_Q1	Q0_all	0	2	sub-096;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
284	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-098;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
285	Q0_to_Q1	Q0_all	0	2	sub-022;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
285	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-090;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
286	Q0_to_Q1	Q0_all	0	2	sub-020;sub-044	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
286	Q1_to_Q2	Q1_lenient	0	3	sub-002;sub-112;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
287	Q0_to_Q1	Q0_all	0	2	sub-072;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
287	Q1_to_Q2	Q1_lenient	0	3	sub-070;sub-082;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
288	Q0_to_Q1	Q0_all	0	2	sub-068;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
288	Q1_to_Q2	Q1_lenient	0	3	sub-098;sub-112;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
289	Q0_to_Q1	Q0_all	0	2	sub-032;sub-050	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
289	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-066;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
290	Q0_to_Q1	Q0_all	0	2	sub-022;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
290	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-088;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
291	Q0_to_Q1	Q0_all	0	2	sub-006;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
291	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-068;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
292	Q0_to_Q1	Q0_all	0	2	sub-072;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
292	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-080;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
293	Q0_to_Q1	Q0_all	0	2	sub-020;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
293	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-108;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
294	Q0_to_Q1	Q0_all	0	2	sub-040;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
294	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-098;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
295	Q0_to_Q1	Q0_all	0	2	sub-032;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
295	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-052;sub-074	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
296	Q0_to_Q1	Q0_all	0	2	sub-024;sub-046	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
296	Q1_to_Q2	Q1_lenient	0	3	sub-052;sub-054;sub-060	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
297	Q0_to_Q1	Q0_all	0	2	sub-024;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
297	Q1_to_Q2	Q1_lenient	0	3	sub-094;sub-102;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
298	Q0_to_Q1	Q0_all	0	2	sub-052;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
298	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-094;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
299	Q0_to_Q1	Q0_all	0	2	sub-002;sub-024	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
299	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-096;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
300	Q0_to_Q1	Q0_all	0	2	sub-020;sub-032	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
300	Q1_to_Q2	Q1_lenient	0	3	sub-066;sub-080;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
301	Q0_to_Q1	Q0_all	0	2	sub-052;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
301	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-032;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
302	Q0_to_Q1	Q0_all	0	2	sub-038;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
302	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-020;sub-022	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
303	Q0_to_Q1	Q0_all	0	2	sub-008;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
303	Q1_to_Q2	Q1_lenient	0	3	sub-072;sub-092;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
304	Q0_to_Q1	Q0_all	0	2	sub-058;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
304	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-064;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
305	Q0_to_Q1	Q0_all	0	2	sub-044;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
305	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-038;sub-064	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
306	Q0_to_Q1	Q0_all	0	2	sub-036;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
306	Q1_to_Q2	Q1_lenient	0	3	sub-006;sub-008;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
307	Q0_to_Q1	Q0_all	0	2	sub-052;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
307	Q1_to_Q2	Q1_lenient	0	3	sub-010;sub-046;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
308	Q0_to_Q1	Q0_all	0	2	sub-026;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
308	Q1_to_Q2	Q1_lenient	0	3	sub-016;sub-058;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
309	Q0_to_Q1	Q0_all	0	2	sub-060;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
309	Q1_to_Q2	Q1_lenient	0	3	sub-004;sub-044;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
310	Q0_to_Q1	Q0_all	0	2	sub-018;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
310	Q1_to_Q2	Q1_lenient	0	3	sub-062;sub-068;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
311	Q0_to_Q1	Q0_all	0	2	sub-002;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
311	Q1_to_Q2	Q1_lenient	0	3	sub-024;sub-064;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
312	Q0_to_Q1	Q0_all	0	2	sub-018;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
312	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-102;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
313	Q0_to_Q1	Q0_all	0	2	sub-032;sub-036	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
313	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-016;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
314	Q0_to_Q1	Q0_all	0	2	sub-070;sub-084	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
314	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-026;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
315	Q0_to_Q1	Q0_all	0	2	sub-022;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
315	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-084;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
316	Q0_to_Q1	Q0_all	0	2	sub-002;sub-054	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
316	Q1_to_Q2	Q1_lenient	0	3	sub-076;sub-104;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
317	Q0_to_Q1	Q0_all	0	2	sub-056;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
317	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-020;sub-044	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
318	Q0_to_Q1	Q0_all	0	2	sub-008;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
318	Q1_to_Q2	Q1_lenient	0	3	sub-074;sub-106;sub-114	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
319	Q0_to_Q1	Q0_all	0	2	sub-024;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
319	Q1_to_Q2	Q1_lenient	0	3	sub-050;sub-058;sub-070	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
320	Q0_to_Q1	Q0_all	0	2	sub-044;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
320	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-102;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
321	Q0_to_Q1	Q0_all	0	2	sub-032;sub-106	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
321	Q1_to_Q2	Q1_lenient	0	3	sub-072;sub-076;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
322	Q0_to_Q1	Q0_all	0	2	sub-006;sub-056	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
322	Q1_to_Q2	Q1_lenient	0	3	sub-038;sub-088;sub-108	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
323	Q0_to_Q1	Q0_all	0	2	sub-004;sub-008	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
323	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-064;sub-068	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
324	Q0_to_Q1	Q0_all	0	2	sub-090;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
324	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-056;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
325	Q0_to_Q1	Q0_all	0	2	sub-020;sub-100	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
325	Q1_to_Q2	Q1_lenient	0	3	sub-058;sub-066;sub-116	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
326	Q0_to_Q1	Q0_all	0	2	sub-038;sub-098	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
326	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-054;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
327	Q0_to_Q1	Q0_all	0	2	sub-026;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
327	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-068;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
328	Q0_to_Q1	Q0_all	0	2	sub-006;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
328	Q1_to_Q2	Q1_lenient	0	3	sub-036;sub-064;sub-124	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
329	Q0_to_Q1	Q0_all	0	2	sub-080;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
329	Q1_to_Q2	Q1_lenient	0	3	sub-026;sub-038;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
330	Q0_to_Q1	Q0_all	0	2	sub-068;sub-072	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
330	Q1_to_Q2	Q1_lenient	0	3	sub-046;sub-068;sub-076	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
331	Q0_to_Q1	Q0_all	0	2	sub-092;sub-096	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
331	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-114;sub-118	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
332	Q0_to_Q1	Q0_all	0	2	sub-050;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
332	Q1_to_Q2	Q1_lenient	0	3	sub-014;sub-066;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
333	Q0_to_Q1	Q0_all	0	2	sub-014;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
333	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-024;sub-062	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
334	Q0_to_Q1	Q0_all	0	2	sub-088;sub-092	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
334	Q1_to_Q2	Q1_lenient	0	3	sub-052;sub-054;sub-066	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
335	Q0_to_Q1	Q0_all	0	2	sub-004;sub-030	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
335	Q1_to_Q2	Q1_lenient	0	3	sub-044;sub-096;sub-112	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
336	Q0_to_Q1	Q0_all	0	2	sub-026;sub-094	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
336	Q1_to_Q2	Q1_lenient	0	3	sub-018;sub-068;sub-120	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
337	Q0_to_Q1	Q0_all	0	2	sub-038;sub-058	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
337	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-072;sub-102	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
338	Q0_to_Q1	Q0_all	0	2	sub-058;sub-088	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
338	Q1_to_Q2	Q1_lenient	0	3	sub-054;sub-072;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
339	Q0_to_Q1	Q0_all	0	2	sub-064;sub-080	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
339	Q1_to_Q2	Q1_lenient	0	3	sub-008;sub-044;sub-104	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
340	Q0_to_Q1	Q0_all	0	2	sub-074;sub-090	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
340	Q1_to_Q2	Q1_lenient	0	3	sub-020;sub-056;sub-110	PCG64	20260814	replicate_major_Q0_to_Q1_then_Q1_to_Q2
