participant_id	task_version	run	raw_bold	events	preproc_bold_mni2mm	brain_mask_mni2mm	confounds	fitlins_run_design	n_volumes	event_rows	confound_rows	design_rows
sub-120	equalRange	4	False	True	True	True	True	True	453	384	453	453
sub-121	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-121	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-121	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-121	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-123	equalIndifference	1	False	True	True	True	True	True	453	384	453	453
sub-123	equalIndifference	2	False	True	True	True	True	True	453	384	453	453
sub-123	equalIndifference	3	False	True	True	True	True	True	453	384	453	453
sub-123	equalIndifference	4	False	True	True	True	True	True	453	384	453	453
sub-124	equalRange	1	False	True	True	True	True	True	453	384	453	453
sub-124	equalRange	2	False	True	True	True	True	True	453	384	453	453
sub-124	equalRange	3	False	True	True	True	True	True	453	384	453	453
sub-124	equalRange	4	False	True	True	True	True	True	453	384	453	453
